name,year,population,gdp_percap,life_exp,region,oecd,lat,long,income2017,Year-category,TotalGDP
Kenya,2000,31450483,2132,55.21,africa,FALSE,1,38,lower_mid,2000,67052429756
Lesotho,2000,1868699,1782,48.8,africa,FALSE,-29.5,28.25,lower_mid,2000,3330021618
Mauritania,2000,2709359,2751,63.7,africa,FALSE,20.25,-10.5,lower_mid,2000,7453446609
Morocco,2000,28849621,4484,70.87,africa,FALSE,32,-6,lower_mid,2000,1.29362E+11
Nigeria,2000,122352009,2848,54.92,africa,FALSE,10,8,lower_mid,2000,3.48459E+11
Sao Tome and Principe,2000,138606,1998,64.56,africa,FALSE,1,7,lower_mid,2000,276934788
Sudan,2000,27250535,2287,62.59,africa,FALSE,16,30,lower_mid,2000,62321973545
Swaziland,2000,1061468,5839,47.49,africa,FALSE,-26.5,31.5,lower_mid,2000,6197911652
Tunisia,2000,9699197,7574,75.01,africa,FALSE,34,9,lower_mid,2000,73461718078
Zambia,2000,10531221,2103,44.15,africa,FALSE,-14.33333,28.5,lower_mid,2000,22147157763
Angola,2010,23369131,5895,60.08,africa,FALSE,-12.5,18.5,lower_mid,2010,1.37761E+11
Cameroon,2010,19970495,2655,57.25,africa,FALSE,6,12.5,lower_mid,2010,53021664225
Cape Verde,2010,502384,5828,72.45,africa,FALSE,16,-24,lower_mid,2010,2927893952
"Congo, Rep.",2010,4386693,5186,60.43,africa,FALSE,-1,15.5,lower_mid,2010,22749389898
Cote d'Ivoire,2010,20401331,2690,56.34,africa,FALSE,8,-5.5,lower_mid,2010,54879580390
Djibouti,2010,851146,2635,63.69,africa,FALSE,11.58901,43.14503,lower_mid,2010,2242769710
Egypt,2010,84107606,9857,70.52,africa,FALSE,27,30,lower_mid,2010,8.29049E+11
Ghana,2010,24512104,3059,62.16,africa,FALSE,8.1,-1.2,lower_mid,2010,74982526136
Kenya,2010,41350152,2476,62.76,africa,FALSE,1,38,lower_mid,2010,1.02383E+11
Lesotho,2010,2040551,2375,46.5,africa,FALSE,-29.5,28.25,lower_mid,2010,4846308625
Mauritania,2010,3609543,3317,68.23,africa,FALSE,20.25,-10.5,lower_mid,2010,11972854131
Morocco,2010,32409639,6443,73.55,africa,FALSE,32,-6,lower_mid,2010,2.08815E+11
Nigeria,2010,158578261,5150,60.53,africa,FALSE,10,8,lower_mid,2010,8.16678E+11
Sao Tome and Principe,2010,174776,2642,68.91,africa,FALSE,1,7,lower_mid,2010,461758192
Sudan,2010,34385963,3366,66.29,africa,FALSE,16,30,lower_mid,2010,1.15743E+11
Swaziland,2010,1202843,7297,46.98,africa,FALSE,-26.5,31.5,lower_mid,2010,8777145371
Tunisia,2010,10639931,10436,76.89,africa,FALSE,34,9,lower_mid,2010,1.11038E+11
Zambia,2010,13850033,3279,52.02,africa,FALSE,-14.33333,28.5,lower_mid,2010,45414258207
Algeria,1800,2503218,715,28.82,africa,FALSE,28,3,upper_mid,1800,1789800870
Botswana,1800,121000,397,33.6,africa,FALSE,-22,24,upper_mid,1800,48037000
Equatorial Guinea,1800,80377,356,29.8,africa,FALSE,1.7,10.5,upper_mid,1800,28614212
Gabon,1800,158227,390,30.6,africa,FALSE,-1,11.75,upper_mid,1800,61708530
Libya,1800,531472,1050,33.1,africa,FALSE,28,17,upper_mid,1800,558045600
Mauritius,1800,62865,940,28.7,africa,FALSE,-20.3,57.58333,upper_mid,1800,59093100
Namibia,1800,229000,540,32.4,africa,FALSE,-22,17,upper_mid,1800,123660000
Seychelles,1800,12522,792,37,africa,FALSE,-4.58333,55.66667,high,1800,9917424
South Africa,1800,1440820,1479,33.5,africa,FALSE,-29,24,upper_mid,1800,2130972780
Algeria,1810,2595056,725,28.82,africa,FALSE,28,3,upper_mid,1810,1881415600
Botswana,1810,121000,398,33.6,africa,FALSE,-22,24,upper_mid,1810,48158000
Equatorial Guinea,1810,80377,360,29.8,africa,FALSE,1.7,10.5,upper_mid,1810,28935720
Gabon,1810,158227,391,30.6,africa,FALSE,-1,11.75,upper_mid,1810,61866757
Libya,1810,534730,1051,33.1,africa,FALSE,28,17,upper_mid,1810,562001230
Mauritius,1810,78310,941,28.7,africa,FALSE,-20.3,57.58333,upper_mid,1810,73689710
Namibia,1810,229000,541,32.4,africa,FALSE,-22,17,upper_mid,1810,123889000
Seychelles,1810,12522,824,37,africa,FALSE,-4.58333,55.66667,high,1810,10318128
South Africa,1810,1494779,1481,33.5,africa,FALSE,-29,24,upper_mid,1810,2213767699
Algeria,1820,2713079,735,28.82,africa,FALSE,28,3,upper_mid,1820,1994113065
Botswana,1820,121000,398,33.6,africa,FALSE,-22,24,upper_mid,1820,48158000
Equatorial Guinea,1820,81084,365,29.8,africa,FALSE,1.7,10.5,upper_mid,1820,29595660
Gabon,1820,161794,391,30.6,africa,FALSE,-1,11.75,upper_mid,1820,63261454
Libya,1820,544295,1053,33.1,africa,FALSE,28,17,upper_mid,1820,573142635
Mauritius,1820,96755,943,28.7,africa,FALSE,-20.3,57.58333,upper_mid,1820,91239965
Namibia,1820,229000,542,32.4,africa,FALSE,-22,17,upper_mid,1820,124118000
Seychelles,1820,12637,857,37,africa,FALSE,-4.58333,55.66667,high,1820,10829909
South Africa,1820,1577125,1483,33.5,africa,FALSE,-29,24,upper_mid,1820,2338876375
Algeria,1830,2880355,819,28.82,africa,FALSE,28,3,upper_mid,1830,2359010745
Botswana,1830,121000,418,33.6,africa,FALSE,-22,24,upper_mid,1830,50578000
Equatorial Guinea,1830,83105,370,29.8,africa,FALSE,1.7,10.5,upper_mid,1830,30748850
Gabon,1830,172241,392,30.6,africa,FALSE,-1,11.75,upper_mid,1830,67518472
Libya,1830,565776,1190,33.1,africa,FALSE,28,17,upper_mid,1830,673273440
Mauritius,1830,119544,989,33.41,africa,FALSE,-20.3,57.58333,upper_mid,1830,118229016
Namibia,1830,229000,629,32.4,africa,FALSE,-22,17,upper_mid,1830,144041000
Seychelles,1830,12965,891,37,africa,FALSE,-4.58333,55.66667,high,1830,11551815
South Africa,1830,1714970,1633,33.5,africa,FALSE,-29,24,upper_mid,1830,2800546010
Algeria,1840,3082721,912,28.82,africa,FALSE,28,3,upper_mid,1840,2811441552
Botswana,1840,121000,439,33.6,africa,FALSE,-22,24,upper_mid,1840,53119000
Equatorial Guinea,1840,85909,375,29.8,africa,FALSE,1.7,10.5,upper_mid,1840,32215875
Gabon,1840,187256,393,30.6,africa,FALSE,-1,11.75,upper_mid,1840,73591608
Libya,1840,594715,1345,33.1,africa,FALSE,28,17,upper_mid,1840,799891675
Mauritius,1840,147700,1038,32.53,africa,FALSE,-20.3,57.58333,upper_mid,1840,153312600
Namibia,1840,229000,730,32.4,africa,FALSE,-22,17,upper_mid,1840,167170000
Seychelles,1840,13420,927,37,africa,FALSE,-4.58333,55.66667,high,1840,12440340
South Africa,1840,1894070,1468,33.5,africa,FALSE,-29,24,upper_mid,1840,2780494760
Algeria,1850,3299305,1017,15,africa,FALSE,28,3,upper_mid,1850,3355393185
Botswana,1850,121000,460,33.6,africa,FALSE,-22,24,upper_mid,1850,55660000
Equatorial Guinea,1850,88807,380,29.8,africa,FALSE,1.7,10.5,upper_mid,1850,33746660
Gabon,1850,203580,393,30.6,africa,FALSE,-1,11.75,upper_mid,1850,80006940
Libya,1850,625135,1521,33.1,africa,FALSE,28,17,upper_mid,1850,950830335
Mauritius,1850,201362,1090,31.13,africa,FALSE,-20.3,57.58333,upper_mid,1850,219484580
Namibia,1850,229000,848,32.4,africa,FALSE,-22,17,upper_mid,1850,194192000
Seychelles,1850,13891,965,37,africa,FALSE,-4.58333,55.66667,high,1850,13404815
South Africa,1850,2091873,1307,33.5,africa,FALSE,-29,24,upper_mid,1850,2734078011
Algeria,1860,3536468,1133,28.82,africa,FALSE,28,3,upper_mid,1860,4006818244
Botswana,1860,121300,483,33.6,africa,FALSE,-22,24,upper_mid,1860,58587900
Equatorial Guinea,1860,91867,385,29.8,africa,FALSE,1.7,10.5,upper_mid,1860,35368795
Gabon,1860,221711,394,30.6,africa,FALSE,-1,11.75,upper_mid,1860,87354134
Libya,1860,666218,1719,33.1,africa,FALSE,28,17,upper_mid,1860,1145228742
Mauritius,1860,279009,1144,30.96,africa,FALSE,-20.3,57.58333,upper_mid,1860,319186296
Namibia,1860,229599,984,32.4,africa,FALSE,-22,17,upper_mid,1860,225925416
Seychelles,1860,14379,1004,37,africa,FALSE,-4.58333,55.66667,high,1860,14436516
South Africa,1860,2308794,1625,33.5,africa,FALSE,-29,24,upper_mid,1860,3751790250
Algeria,1870,3811028,1263,22,africa,FALSE,28,3,upper_mid,1870,4813328364
Botswana,1870,121600,507,33.6,africa,FALSE,-22,24,upper_mid,1870,61651200
Equatorial Guinea,1870,95032,390,29.8,africa,FALSE,1.7,10.5,upper_mid,1870,37062480
Gabon,1870,241457,394,30.6,africa,FALSE,-1,11.75,upper_mid,1870,95134058
Libya,1870,709868,1943,33.1,africa,FALSE,28,17,upper_mid,1870,1379273524
Mauritius,1870,332456,1200,39.29,africa,FALSE,-20.3,57.58333,upper_mid,1870,398947200
Namibia,1870,230198,1142,32.4,africa,FALSE,-22,17,upper_mid,1870,262886116
Seychelles,1870,14884,1044,37,africa,FALSE,-4.58333,55.66667,high,1870,15538896
South Africa,1870,2626681,1695,33.5,africa,FALSE,-29,24,upper_mid,1870,4452224295
Algeria,1880,4143163,1408,29.23,africa,FALSE,28,3,upper_mid,1880,5833573504
Botswana,1880,121900,532,33.71,africa,FALSE,-22,24,upper_mid,1880,64850800
Equatorial Guinea,1880,98300,395,30.14,africa,FALSE,1.7,10.5,upper_mid,1880,38828500
Gabon,1880,262843,395,30.95,africa,FALSE,-1,11.75,upper_mid,1880,103822985
Libya,1880,756122,2196,33.69,africa,FALSE,28,17,upper_mid,1880,1660443912
Mauritius,1880,353741,1259,33.99,africa,FALSE,-20.3,57.58333,upper_mid,1880,445359919
Namibia,1880,230797,1326,32.75,africa,FALSE,-22,17,upper_mid,1880,306036822
Seychelles,1880,15406,1087,39.6,africa,FALSE,-4.58333,55.66667,high,1880,16746322
South Africa,1880,3136412,3398,33.78,africa,FALSE,-29,24,upper_mid,1880,10657527976
Algeria,1890,4525691,1569,29.63,africa,FALSE,28,3,upper_mid,1890,7100809179
Botswana,1890,122199,559,33.82,africa,FALSE,-22,24,upper_mid,1890,68309241
Equatorial Guinea,1890,101680,401,30.47,africa,FALSE,1.7,10.5,upper_mid,1890,40773680
Gabon,1890,286110,396,31.31,africa,FALSE,-1,11.75,upper_mid,1890,113299560
Libya,1890,805234,2483,34.29,africa,FALSE,28,17,upper_mid,1890,1999396022
Mauritius,1890,368896,1322,27.95,africa,FALSE,-20.3,57.58333,upper_mid,1890,487680512
Namibia,1890,231395,1540,33.11,africa,FALSE,-22,17,upper_mid,1890,356348300
Seychelles,1890,16152,1131,42.21,africa,FALSE,-4.58333,55.66667,high,1890,18267912
South Africa,1890,3836620,3051,34.06,africa,FALSE,-29,24,upper_mid,1890,11705527620
Algeria,1900,4946166,1749,30.08,africa,FALSE,28,3,upper_mid,1900,8650844334
Botswana,1900,122551,586,33.93,africa,FALSE,-22,24,upper_mid,1900,71814886
Equatorial Guinea,1900,105183,406,30.81,africa,FALSE,1.7,10.5,upper_mid,1900,42704298
Gabon,1900,311588,396,31.66,africa,FALSE,-1,11.75,upper_mid,1900,123388848
Libya,1900,857537,2806,34.88,africa,FALSE,28,17,upper_mid,1900,2406248822
Mauritius,1900,370836,1387,25.99,africa,FALSE,-20.3,57.58333,upper_mid,1900,514349532
Namibia,1900,231994,1788,33.46,africa,FALSE,-22,17,upper_mid,1900,414805272
Seychelles,1900,18739,1176,44.81,africa,FALSE,-4.58333,55.66667,high,1900,22037064
South Africa,1900,4706972,2800,34.33,africa,FALSE,-29,24,upper_mid,1900,13179521600
Algeria,1910,5404045,1949,32.53,africa,FALSE,28,3,upper_mid,1910,10532483705
Botswana,1910,126673,615,34.03,africa,FALSE,-22,24,upper_mid,1910,77903895
Equatorial Guinea,1910,108803,420,31.15,africa,FALSE,1.7,10.5,upper_mid,1910,45697260
Gabon,1910,339239,413,32.02,africa,FALSE,-1,11.75,upper_mid,1910,140105707
Libya,1910,912992,3172,35.47,africa,FALSE,28,17,upper_mid,1910,2896010624
Mauritius,1910,369400,1456,28.49,africa,FALSE,-20.3,57.58333,upper_mid,1910,537846400
Namibia,1910,232593,2075,33.82,africa,FALSE,-22,17,upper_mid,1910,482630475
Seychelles,1910,22523,1224,47.42,africa,FALSE,-4.58333,55.66667,high,1910,27568152
South Africa,1910,5765058,5041,34.61,africa,FALSE,-29,24,upper_mid,1910,29061657378
Algeria,1920,6063800,2357,29.44,africa,FALSE,28,3,upper_mid,1920,14292376600
Botswana,1920,152436,658,34.14,africa,FALSE,-22,24,upper_mid,1920,100302888
Equatorial Guinea,1920,113670,435,31.48,africa,FALSE,1.7,10.5,upper_mid,1920,49446450
Gabon,1920,369217,430,32.37,africa,FALSE,-1,11.75,upper_mid,1920,158763310
Libya,1920,967862,3586,36.07,africa,FALSE,28,17,upper_mid,1920,3470753132
Mauritius,1920,375319,1610,30.6,africa,FALSE,-20.3,57.58333,upper_mid,1920,604263590
Namibia,1920,232992,2409,34.17,africa,FALSE,-22,17,upper_mid,1920,561277728
Seychelles,1920,24794,1600,50.01,africa,FALSE,-4.58333,55.66667,high,1920,39670400
South Africa,1920,7126677,4830,34.89,africa,FALSE,-29,24,upper_mid,1920,34421849910
Algeria,1930,6876190,2949,33.78,africa,FALSE,28,3,upper_mid,1930,20277884310
Botswana,1930,216829,713,34.25,africa,FALSE,-22,24,upper_mid,1930,154599077
Equatorial Guinea,1930,157032,449,31.82,africa,FALSE,1.7,10.5,upper_mid,1930,70507368
Gabon,1930,401404,502,32.73,africa,FALSE,-1,11.75,upper_mid,1930,201504808
Libya,1930,1017368,4042,36.66,africa,FALSE,28,17,upper_mid,1930,4112201456
Mauritius,1930,391294,1850,27.03,africa,FALSE,-20.3,57.58333,upper_mid,1930,723893900
Namibia,1930,274780,2816,34.53,africa,FALSE,-22,17,upper_mid,1930,773780480
Seychelles,1930,26794,2317,52.62,africa,FALSE,-4.58333,55.66667,high,1930,62081698
South Africa,1930,8844999,4965,35.17,africa,FALSE,-29,24,upper_mid,1930,43915420035
Algeria,1940,7797418,3500,37.06,africa,FALSE,28,3,upper_mid,1940,27290963000
Botswana,1940,282214,772,34.36,africa,FALSE,-22,24,upper_mid,1940,217869208
Equatorial Guinea,1940,170989,464,32.16,africa,FALSE,1.7,10.5,upper_mid,1940,79338896
Gabon,1940,436396,579,33.08,africa,FALSE,-1,11.75,upper_mid,1940,252673284
Libya,1940,1069406,4553,36.92,africa,FALSE,28,17,upper_mid,1940,4869005518
Mauritius,1940,410852,2124,36.24,africa,FALSE,-20.3,57.58333,upper_mid,1940,872649648
Namibia,1940,330015,3289,34.88,africa,FALSE,-22,17,upper_mid,1940,1085419335
Seychelles,1940,31076,3353,55.21,africa,FALSE,-4.58333,55.66667,high,1940,104197828
South Africa,1940,10977627,6657,40.76,africa,FALSE,-29,24,upper_mid,1940,73078062939
Algeria,1950,8872247,4003,46.85,africa,FALSE,28,3,upper_mid,1950,35515604741
Botswana,1950,412531,837,48.04,africa,FALSE,-22,24,upper_mid,1950,345288447
Equatorial Guinea,1950,225537,478,36.94,africa,FALSE,1.7,10.5,upper_mid,1950,107806686
Gabon,1950,473298,661,39.29,africa,FALSE,-1,11.75,upper_mid,1950,312849978
Libya,1950,1124515,5128,42.61,africa,FALSE,28,17,upper_mid,1950,5766512920
Mauritius,1950,493255,2437,46.62,africa,FALSE,-20.3,57.58333,upper_mid,1950,1202062435
Namibia,1950,485274,3840,43.78,africa,FALSE,-22,17,upper_mid,1950,1863452160
Seychelles,1950,36325,4850,57.79,africa,FALSE,-4.58333,55.66667,high,1950,176176250
South Africa,1950,13628428,7084,46.44,africa,FALSE,-29,24,upper_mid,1950,96543783952
Algeria,1960,11124888,6517,52.01,africa,FALSE,28,3,upper_mid,1960,72500895096
Botswana,1960,524552,972,52.12,africa,FALSE,-22,24,upper_mid,1960,509864544
Equatorial Guinea,1960,255323,659,40.47,africa,FALSE,1.7,10.5,upper_mid,1960,168257857
Gabon,1960,499184,1439,43.7,africa,FALSE,-1,11.75,upper_mid,1960,718325776
Libya,1960,1448417,12029,49.48,africa,FALSE,28,17,upper_mid,1960,17423008093
Mauritius,1960,660023,2759,56.78,africa,FALSE,-20.3,57.58333,upper_mid,1960,1821003457
Namibia,1960,602544,4683,51.53,africa,FALSE,-22,17,upper_mid,1960,2821713552
Seychelles,1960,41540,6027,60.89,africa,FALSE,-4.58333,55.66667,high,1960,250361580
South Africa,1960,17456855,7869,52.71,africa,FALSE,-29,24,upper_mid,1960,1.37368E+11
Algeria,1970,14550034,7290,57.49,africa,FALSE,28,3,upper_mid,1970,1.0607E+11
Botswana,1970,695597,1572,56.53,africa,FALSE,-22,24,upper_mid,1970,1093478484
Equatorial Guinea,1970,306515,1152,44.24,africa,FALSE,1.7,10.5,upper_mid,1970,353105280
Gabon,1970,590118,4684,52.08,africa,FALSE,-1,11.75,upper_mid,1970,2764112712
Libya,1970,2133526,65830,66.1,africa,FALSE,28,17,upper_mid,1970,1.4045E+11
Mauritius,1970,826441,2970,60.82,africa,FALSE,-20.3,57.58333,upper_mid,1970,2454529770
Namibia,1970,780384,5983,58.33,africa,FALSE,-22,17,upper_mid,1970,4669037472
Seychelles,1970,52365,6569,65.39,africa,FALSE,-4.58333,55.66667,high,1970,343985685
South Africa,1970,22839451,10044,57.21,africa,FALSE,-29,24,upper_mid,1970,2.29399E+11
Algeria,1980,19337715,10273,62.13,africa,FALSE,28,3,upper_mid,1980,1.98656E+11
Botswana,1980,1001158,4308,61.65,africa,FALSE,-22,24,upper_mid,1980,4312988664
Equatorial Guinea,1980,255325,1294,48.62,africa,FALSE,1.7,10.5,upper_mid,1980,330390550
Gabon,1980,729159,27924,57.74,africa,FALSE,-1,11.75,upper_mid,1980,20361035916
Libya,1980,3219466,57668,71.45,africa,FALSE,28,17,upper_mid,1980,1.8566E+11
Mauritius,1980,966031,4465,66.02,africa,FALSE,-20.3,57.58333,upper_mid,1980,4313328415
Namibia,1980,1012672,6826,59.33,africa,FALSE,-22,17,upper_mid,1980,6912499072
Seychelles,1980,66294,10961,70.36,africa,FALSE,-4.58333,55.66667,high,1980,726648534
South Africa,1980,29760471,11121,59.86,africa,FALSE,-29,24,upper_mid,1980,3.30966E+11
Algeria,1990,25912367,10237,71,africa,FALSE,28,3,upper_mid,1990,2.65265E+11
Botswana,1990,1377912,8110,64.41,africa,FALSE,-22,24,upper_mid,1990,11174866320
Equatorial Guinea,1990,426846,1000,48.18,africa,FALSE,1.7,10.5,upper_mid,1990,426846000
Gabon,1990,952212,19501,59.46,africa,FALSE,-1,11.75,upper_mid,1990,18569086212
Libya,1990,4436661,26002,73.14,africa,FALSE,28,17,upper_mid,1990,1.15362E+11
Mauritius,1990,1055868,7387,69.4,africa,FALSE,-20.3,57.58333,upper_mid,1990,7799696916
Namibia,1990,1414692,5719,61.5,africa,FALSE,-22,17,upper_mid,1990,8090623548
Seychelles,1990,70624,14217,69.31,africa,FALSE,-4.58333,55.66667,high,1990,1004061408
South Africa,1990,37560525,9899,64.39,africa,FALSE,-29,24,upper_mid,1990,3.71812E+11
Algeria,2000,31183660,10211,73.87,africa,FALSE,28,3,upper_mid,2000,3.18416E+11
Botswana,2000,1728340,10411,46.67,africa,FALSE,-22,24,upper_mid,2000,17993747740
Equatorial Guinea,2000,614323,10793,54.36,africa,FALSE,1.7,10.5,upper_mid,2000,6630388139
Gabon,2000,1231122,17783,59.15,africa,FALSE,-1,11.75,upper_mid,2000,21893042526
Libya,2000,5355751,21922,74.4,africa,FALSE,28,17,upper_mid,2000,1.17409E+11
Mauritius,2000,1185145,11077,71.47,africa,FALSE,-20.3,57.58333,upper_mid,2000,13127851165
Namibia,2000,1899257,6106,53.65,africa,FALSE,-22,17,upper_mid,2000,11596863242
Seychelles,2000,81151,18453,71.15,africa,FALSE,-4.58333,55.66667,high,2000,1497479403
South Africa,2000,45728315,9716,55.43,africa,FALSE,-29,24,upper_mid,2000,4.44296E+11
Algeria,2010,36117637,12870,76.55,africa,FALSE,28,3,upper_mid,2010,4.64834E+11
Botswana,2010,2014866,13334,57.06,africa,FALSE,-22,24,upper_mid,2010,26866223244
Equatorial Guinea,2010,951104,33723,60.93,africa,FALSE,1.7,10.5,upper_mid,2010,32074080192
Gabon,2010,1640210,15356,62.86,africa,FALSE,-1,11.75,upper_mid,2010,25187064760
Libya,2010,6169140,29630,76.1,africa,FALSE,28,17,upper_mid,2010,1.82792E+11
Mauritius,2010,1247955,15938,73.42,africa,FALSE,-20.3,57.58333,upper_mid,2010,19889906790
Namibia,2010,2173170,8461,58.6,africa,FALSE,-22,17,upper_mid,2010,18387191370
Seychelles,2010,91405,20365,73.38,africa,FALSE,-4.58333,55.66667,high,2010,1861462825
South Africa,2010,51584663,12029,54.27,africa,FALSE,-29,24,upper_mid,2010,6.20512E+11
Afghanistan,1800,3280000,603,28.21,asia,FALSE,33,66,low,1800,1977840000
North Korea,1800,4345000,578,26,asia,FALSE,40,127,low,1800,2511410000
Nepal,1800,3881000,654,32.8,asia,FALSE,28,84,low,1800,2538174000
Afghanistan,1810,3280000,604,28.11,asia,FALSE,33,66,low,1810,1981120000
North Korea,1810,4345000,573,26,asia,FALSE,40,127,low,1810,2489685000
Nepal,1810,3881000,655,32.8,asia,FALSE,28,84,low,1810,2542055000
Afghanistan,1820,3323519,604,28.01,asia,FALSE,33,66,low,1820,2007405476
North Korea,1820,4353556,567,26,asia,FALSE,40,127,low,1820,2468466252
Nepal,1820,3920333,656,32.8,asia,FALSE,28,84,low,1820,2571738448
Afghanistan,1830,3448982,625,27.9,asia,FALSE,33,66,low,1830,2155613750
North Korea,1830,4377749,561,26,asia,FALSE,40,127,low,1830,2455917189
Nepal,1830,4033123,657,32.8,asia,FALSE,28,84,low,1830,2649761811
Afghanistan,1840,3625022,647,27.8,asia,FALSE,33,66,low,1840,2345389234
North Korea,1840,4410700,555,26,asia,FALSE,40,127,low,1840,2447938500
Nepal,1840,4190089,658,32.8,asia,FALSE,28,84,low,1840,2757078562
Afghanistan,1850,3810047,669,27.7,asia,FALSE,33,66,low,1850,2548921443
North Korea,1850,4443898,550,26,asia,FALSE,40,127,low,1850,2444143900
Nepal,1850,4353245,659,32.8,asia,FALSE,28,84,low,1850,2868788455
Afghanistan,1860,3973968,692,27.6,asia,FALSE,33,66,low,1860,2749985856
North Korea,1860,4542396,544,26,asia,FALSE,40,127,low,1860,2471063424
Nepal,1860,4542079,660,32.8,asia,FALSE,28,84,low,1860,2997772140
Afghanistan,1870,4169690,716,27.49,asia,FALSE,33,66,low,1870,2985498040
North Korea,1870,4656354,539,26,asia,FALSE,40,127,low,1870,2509774806
Nepal,1870,4754129,660,32.8,asia,FALSE,28,84,low,1870,3137725140
Afghanistan,1880,4419695,741,28.07,asia,FALSE,33,66,low,1880,3274993995
North Korea,1880,4798575,533,26.34,asia,FALSE,40,127,low,1880,2557640475
Nepal,1880,5003139,710,33.31,asia,FALSE,28,84,low,1880,3552228690
Afghanistan,1890,4710171,767,28.65,asia,FALSE,33,66,low,1890,3612701157
North Korea,1890,4959045,528,26.67,asia,FALSE,40,127,low,1890,2618375760
Nepal,1890,5256925,764,33.81,asia,FALSE,28,84,low,1890,4016290700
Afghanistan,1900,5021241,793,29.22,asia,FALSE,33,66,low,1900,3981844113
North Korea,1900,5124045,523,27.01,asia,FALSE,40,127,low,1900,2679875535
Nepal,1900,5419485,821,34.32,asia,FALSE,28,84,low,1900,4449397185
Afghanistan,1910,5351413,820,29.77,asia,FALSE,33,66,low,1910,4388158660
North Korea,1910,5293488,544,25.34,asia,FALSE,40,127,low,1910,2879657472
Nepal,1910,5696207,883,34.83,asia,FALSE,28,84,low,1910,5029750781
Afghanistan,1920,5813814,857,30.34,asia,FALSE,33,66,low,1920,4982438598
North Korea,1920,6117874,778,29.81,asia,FALSE,40,127,low,1920,4759705972
Nepal,1920,6228670,891,35.33,asia,FALSE,28,84,low,1920,5549744970
Afghanistan,1930,6394908,915,30.89,asia,FALSE,33,66,low,1930,5851340820
North Korea,1930,7366696,829,37.84,asia,FALSE,40,127,low,1930,6106990984
Nepal,1930,6899017,860,35.84,asia,FALSE,28,84,low,1930,5933154620
Afghanistan,1940,7034081,976,31.44,asia,FALSE,33,66,low,1940,6865263056
North Korea,1940,8870436,1418,47.68,asia,FALSE,40,127,low,1940,12578278248
Nepal,1940,7641508,828,36.35,asia,FALSE,28,84,low,1940,6327168624
Afghanistan,1950,7752118,1040,31.98,asia,FALSE,33,66,low,1950,8062202720
North Korea,1950,10549472,867,39.71,asia,FALSE,40,127,low,1950,9146392224
Nepal,1950,8483325,797,38.86,asia,FALSE,28,84,low,1950,6761210025
Afghanistan,1960,8996351,1213,38.65,asia,FALSE,33,66,low,1960,10912573763
North Korea,1960,11424176,1544,57.26,asia,FALSE,40,127,low,1960,17638927744
Nepal,1960,10063011,958,43.81,asia,FALSE,28,84,low,1960,9640364538
Afghanistan,1970,11126123,1183,45.78,asia,FALSE,33,66,low,1970,13162203509
North Korea,1970,14410400,1697,67.36,asia,FALSE,40,127,low,1970,24454448800
Nepal,1970,11997929,1011,48.98,asia,FALSE,28,84,low,1970,12129906219
Afghanistan,1980,13248370,1168,43.26,asia,FALSE,33,66,low,1980,15474096160
North Korea,1980,17472140,1887,70.82,asia,FALSE,40,127,low,1980,32969928180
Nepal,1980,14902163,965,52.44,asia,FALSE,28,84,low,1980,14380587295
Afghanistan,1990,12249114,1038,51.61,asia,FALSE,33,66,low,1990,12714580332
North Korea,1990,20293054,2076,71.62,asia,FALSE,40,127,low,1990,42128380104
Nepal,1990,18749406,1198,57.7,asia,FALSE,28,84,low,1990,22461788388
Afghanistan,2000,20093756,972,51.63,asia,FALSE,33,66,low,2000,19531130832
North Korea,2000,22929075,1287,63.63,asia,FALSE,40,127,low,2000,29509719525
Nepal,2000,23740911,1540,63.7,asia,FALSE,28,84,low,2000,36561002940
Afghanistan,2010,28803167,1614,56.2,asia,FALSE,33,66,low,2010,46488311538
North Korea,2010,24591599,1393,70.1,asia,FALSE,40,127,low,2010,34256097407
Nepal,2010,27023137,1986,68.26,asia,FALSE,28,84,low,2010,53667950082
Bahrain,1800,64474,1235,30.3,asia,FALSE,26.03333,50.55,high,1800,79625390
Brunei,1800,2128,1512,29.2,asia,FALSE,4.5,114.66667,high,1800,3217536
"Hong Kong, China",1800,20000,1006,34.9,asia,FALSE,22.28552,114.15769,high,1800,20120000
Israel,1800,209954,879,32,asia,FALSE,31.5,34.75,high,1800,184549566
Kuwait,1800,81280,1097,26,asia,FALSE,29.36972,47.97833,high,1800,89164160
Oman,1800,318000,915,32.3,asia,FALSE,21,57,high,1800,290970000
Qatar,1800,14092,1097,30.8,asia,FALSE,25.27932,51.52245,high,1800,15458924
Saudi Arabia,1800,2091000,846,32.1,asia,FALSE,25,45,high,1800,1768986000
Singapore,1800,30000,1021,29.1,asia,FALSE,1.28967,103.85007,high,1800,30630000
Taiwan,1800,2000000,995,28.3,asia,FALSE,24,121,high,1800,1990000000
United Arab Emirates,1800,40153,998,30.7,asia,FALSE,23.75,54.5,high,1800,40072694
Bahrain,1810,64474,1289,30.3,asia,FALSE,26.03333,50.55,high,1810,83106986
Brunei,1810,2128,1514,29.2,asia,FALSE,4.5,114.66667,high,1810,3221792
"Hong Kong, China",1810,20000,1008,34.9,asia,FALSE,22.28552,114.15769,high,1810,20160000
Israel,1810,209954,881,32,asia,FALSE,31.5,34.75,high,1810,184969474
Kuwait,1810,81280,1139,26,asia,FALSE,29.36972,47.97833,high,1810,92577920
