,name,year,population,gdp_percap,life_exp,region,oecd,g77,lat,long,income2017
731,Russia,1830,34134430,1562,29.57,europe,FALSE,FALSE,60,100,upper_mid
732,Rwanda,1830,988207,448,31.8,africa,FALSE,TRUE,-2,30,low
733,St. Kitts and Nevis,1830,18575,1249,NA,americas,FALSE,TRUE,17.33333,-62.75,high
734,St. Lucia,1830,24000,906,28.01,americas,FALSE,TRUE,13.88333,-60.96667,upper_mid
735,St. Vincent and the Grenadines,1830,27085,899,25.99,americas,FALSE,TRUE,13.08333,-61.2,upper_mid
736,Samoa,1830,47059,1453,25.4,asia,FALSE,TRUE,-13.8,-172.13333,upper_mid
737,San Marino,1830,5865,1479,NA,europe,FALSE,FALSE,43.93667,12.44639,high
738,Sao Tome and Principe,1830,24518,899,31,africa,FALSE,TRUE,1,7,lower_mid
739,Saudi Arabia,1830,2138414,868,32.1,asia,FALSE,TRUE,25,45,high
740,Senegal,1830,1080873,523,25.2,africa,FALSE,TRUE,14.5,-14.25,low
741,Serbia,1830,2347810,1478,35.5,europe,FALSE,FALSE,44.81892,20.45998,upper_mid
742,Seychelles,1830,12965,891,37,africa,FALSE,TRUE,-4.58333,55.66667,high
743,Sierra Leone,1830,849920,772,25.1,africa,FALSE,TRUE,8.5,-11.5,low
744,Singapore,1830,37232,1047,34,asia,FALSE,TRUE,1.28967,103.85007,high
745,Slovak Republic,1830,2220574,1552,36.4,europe,TRUE,FALSE,48.66667,19.5,high
746,Slovenia,1830,513559,1533,36.6,europe,FALSE,FALSE,46.08333,15,high
747,Solomon Islands,1830,59648,377,25.1,asia,FALSE,TRUE,-8,159,lower_mid
748,Somalia,1830,1065648,714,29.4,africa,FALSE,TRUE,6,48,low
749,South Africa,1830,1714970,1633,33.5,africa,FALSE,TRUE,-29,24,upper_mid
750,Spain,1830,13051762,1559,29.5,europe,TRUE,FALSE,40,-4,high
751,Sri Lanka,1830,1494084,909,32.6,asia,FALSE,TRUE,7.75,80.75,lower_mid
752,Sudan,1830,4289105,546,31.4,africa,FALSE,TRUE,16,30,lower_mid
753,Suriname,1830,87130,1756,32.9,americas,FALSE,TRUE,4,-56,upper_mid
754,Swaziland,1830,86000,515,32.3,africa,FALSE,TRUE,-26.5,31.5,lower_mid
755,Sweden,1830,2855774,1527,40.97,europe,TRUE,FALSE,62,15,high
756,Switzerland,1830,2101048,3008,38,europe,TRUE,FALSE,47.00016,8.01427,high
757,Syria,1830,1383046,1097,31.1,asia,FALSE,TRUE,35,38,lower_mid
758,Taiwan,1830,2064942,1000,28.3,asia,FALSE,FALSE,24,121,high
759,Tajikistan,1830,512083,593,24.24,asia,FALSE,FALSE,39,71,lower_mid
760,Tanzania,1830,3129057,579,32.2,africa,FALSE,TRUE,-6,35,low
761,Thailand,1830,4847494,947,30.4,asia,FALSE,TRUE,15.5,101,upper_mid
762,Timor-Leste,1830,153614,553,28.95,asia,FALSE,TRUE,-8.83333,125.75,lower_mid
763,Togo,1830,487574,718,31.3,africa,FALSE,TRUE,8.66667,1.08333,low
764,Tonga,1830,18548,687,28.2,asia,FALSE,TRUE,-20,-175,upper_mid
765,Trinidad and Tobago,1830,66150,1303,32.9,americas,FALSE,TRUE,11,-61,high
766,Tunisia,1830,928894,753,28.8,africa,FALSE,TRUE,34,9,lower_mid
767,Turkey,1830,10398375,1291,35,europe,TRUE,FALSE,39,35,upper_mid
768,Turkmenistan,1830,403139,1030,24,asia,FALSE,TRUE,39.75,59.66667,upper_mid
769,Tuvalu,1830,2644,746,NA,asia,FALSE,FALSE,-8.51719,179.14478,upper_mid
770,Uganda,1830,2172807,488,25.3,africa,FALSE,TRUE,1.25,32.5,low
771,Ukraine,1830,12320877,833,36.6,europe,FALSE,FALSE,49,32,lower_mid
772,United Arab Emirates,1830,40153,1116,30.7,asia,FALSE,TRUE,23.75,54.5,high
773,United Kingdom,1830,18533999,3659,43.02,europe,TRUE,FALSE,54.75844,-2.69531,high
774,United States,1830,13480460,2551,39.41,americas,TRUE,FALSE,39.76,-98.5,high
775,Uruguay,1830,74793,2228,32.9,americas,FALSE,TRUE,-33,-56,high
776,Uzbekistan,1830,2106508,519,26.93,asia,FALSE,FALSE,41.66667,63.83333,lower_mid
777,Vanuatu,1830,28979,607,24.3,asia,FALSE,TRUE,-16,167,lower_mid
778,Venezuela,1830,887197,715,32.2,americas,FALSE,TRUE,8,-66,upper_mid
779,Palestine,1830,165944,1225,32.1,asia,FALSE,TRUE,31.92157,35.20329,lower_mid
780,Vietnam,1830,7214925,857,32,asia,FALSE,TRUE,16.16667,107.83333,lower_mid
781,Yemen,1830,2640779,955,23.39,asia,FALSE,TRUE,15.5,47.5,lower_mid
782,Zambia,1830,747000,713,32.6,africa,FALSE,TRUE,-14.33333,28.5,lower_mid
783,Zimbabwe,1830,1167259,901,33.7,africa,FALSE,TRUE,-19,29.75,low
784,South Sudan,1830,1103246,534,26.67,africa,FALSE,TRUE,7.5,30,low
785,Afghanistan,1840,3625022,647,27.8,asia,FALSE,TRUE,33,66,low
786,Albania,1840,478227,700,35.4,europe,FALSE,FALSE,41,20,upper_mid
787,Algeria,1840,3082721,912,28.82,africa,FALSE,TRUE,28,3,upper_mid
788,Andorra,1840,3026,1573,NA,europe,FALSE,FALSE,42.50779,1.52109,high
789,Angola,1840,1813100,736,26.98,africa,FALSE,TRUE,-12.5,18.5,lower_mid
790,Antigua and Barbuda,1840,37000,868,33.54,americas,FALSE,TRUE,17.05,-61.8,high
791,Argentina,1840,873747,2006,33.2,americas,FALSE,TRUE,-34,-64,upper_mid
792,Armenia,1840,496835,556,34,europe,FALSE,FALSE,40.25,45,lower_mid
793,Australia,1840,434095,2268,34.05,asia,TRUE,FALSE,-25,135,high
794,Austria,1840,3728381,2607,34.4,europe,TRUE,FALSE,47.33333,13.33333,high
795,Azerbaijan,1840,1058574,870,29.17,europe,FALSE,FALSE,40.5,47.5,upper_mid
796,Bahamas,1840,27768,1658,35.18,americas,FALSE,TRUE,25.04082,-77.37122,high
797,Bahrain,1840,64474,1467,30.3,asia,FALSE,TRUE,26.03333,50.55,high
798,Bangladesh,1840,21776468,877,25.5,asia,FALSE,TRUE,24,90,lower_mid
799,Barbados,1840,114080,1048,32.12,americas,FALSE,TRUE,13.16667,-59.53333,high
800,Belarus,1840,2832789,690,36.2,europe,FALSE,FALSE,53,28,upper_mid
801,Belgium,1840,4087429,2864,40.32,europe,TRUE,FALSE,50.75,4.5,high
802,Belize,1840,25756,664,26.5,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
803,Benin,1840,774654,659,31,africa,FALSE,TRUE,9.5,2.25,low
804,Bhutan,1840,99137,657,28.8,asia,FALSE,TRUE,27.5,90.5,lower_mid
805,Bolivia,1840,1277104,1035,33,americas,FALSE,TRUE,-17,-65,lower_mid
806,Bosnia and Herzegovina,1840,1016407,742,35.1,europe,FALSE,TRUE,44.25,17.83333,upper_mid
807,Botswana,1840,121000,439,33.6,africa,FALSE,TRUE,-22,24,upper_mid
808,Brazil,1840,6206694,1160,31.99,americas,FALSE,TRUE,-10,-55,upper_mid
809,Brunei,1840,3231,1623,29.2,asia,FALSE,TRUE,4.5,114.66667,high
810,Bulgaria,1840,2391853,1205,37.56,europe,FALSE,FALSE,42.66667,25.25,upper_mid
811,Burkina Faso,1840,1927874,492,29.2,africa,FALSE,TRUE,12.5,-1.66667,low
812,Burundi,1840,1050588,434,31.5,africa,FALSE,TRUE,-3.5,30,low
813,Cambodia,1840,2186829,933,35,asia,FALSE,TRUE,13,105,lower_mid
814,Cameroon,1840,1974115,692,28.75,africa,FALSE,TRUE,6,12.5,lower_mid
815,Canada,1840,1745604,1921,40.19,americas,TRUE,FALSE,60.10867,-113.64258,high
816,Cape Verde,1840,66718,578,33.8,africa,FALSE,TRUE,16,-24,lower_mid
817,Central African Republic,1840,527682,468,30,africa,FALSE,TRUE,7,21,low
818,Chad,1840,1432000,462,30.9,africa,FALSE,TRUE,15,19,low
819,Chile,1840,1183151,1117,32,americas,TRUE,TRUE,-33.45694,-70.64827,high
820,China,1840,411213424,985,32,asia,FALSE,TRUE,35,105,upper_mid
821,Colombia,1840,1736274,1016,32,americas,FALSE,TRUE,4,-73.25,upper_mid
822,Comoros,1840,65999,725,32.1,africa,FALSE,TRUE,-12.23333,44.44553,low
823,"Congo, Dem. Rep.",1840,5897569,572,31.6,africa,FALSE,TRUE,-2.5,23.5,low
824,"Congo, Rep.",1840,363933,644,32.7,africa,FALSE,TRUE,-1,15.5,lower_mid
825,Costa Rica,1840,85915,972,30.21,americas,FALSE,TRUE,10,-84,upper_mid
826,Cote d'Ivoire,1840,1247818,953,31.16,africa,FALSE,TRUE,8,-5.5,lower_mid
827,Croatia,1840,1465995,1590,36.1,europe,FALSE,FALSE,45.16667,15.5,upper_mid
828,Cuba,1840,975565,1373,36.48,americas,FALSE,TRUE,22,-79.5,upper_mid
829,Cyprus,1840,185184,1084,38.51,europe,FALSE,FALSE,35,33,high
830,Czech Republic,1840,5936625,2261,34.95,europe,TRUE,FALSE,49.75,15,high
831,Denmark,1840,1368238,2411,41.06,europe,TRUE,FALSE,56,10,high
832,Djibouti,1840,26670,853,29.9,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
833,Dominica,1840,21729,761,NA,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
834,Dominican Republic,1840,124412,746,29.9,americas,FALSE,TRUE,19,-70.66667,upper_mid
835,Ecuador,1840,696472,603,32.9,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
836,Egypt,1840,5172331,869,33,africa,FALSE,TRUE,27,30,lower_mid
837,El Salvador,1840,322461,1156,28.7,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
838,Equatorial Guinea,1840,85909,375,29.8,africa,FALSE,TRUE,1.7,10.5,upper_mid
839,Eritrea,1840,267839,561,30.2,africa,FALSE,TRUE,15,39,low
840,Estonia,1840,402035,1093,36.89,europe,FALSE,FALSE,59,26,high
841,Ethiopia,1840,3923805,528,29.7,africa,FALSE,TRUE,9,39.5,low
842,Fiji,1840,138446,842,26.1,asia,FALSE,TRUE,-18,178,upper_mid
843,Finland,1840,1467238,1433,41.47,europe,TRUE,FALSE,64,26,high
844,France,1840,34854476,2183,40.37,europe,TRUE,FALSE,46,2,high
845,Gabon,1840,187256,393,30.6,africa,FALSE,TRUE,-1,11.75,upper_mid
846,Gambia,1840,119945,833,28.8,africa,FALSE,TRUE,13.5,-15.5,low
847,Georgia,1840,1289717,599,31.87,europe,FALSE,FALSE,41.99998,43.4999,lower_mid
848,Germany,1840,31016143,2101,38.37,europe,TRUE,FALSE,51.5,10.5,high
849,Ghana,1840,1829118,718,28,africa,FALSE,TRUE,8.1,-1.2,lower_mid
850,Greece,1840,2781619,1672,36.6,europe,TRUE,FALSE,39,22,high
851,Grenada,1840,31686,1046,33.37,americas,FALSE,TRUE,12.11667,-61.66667,upper_mid
852,Guatemala,1840,756676,1011,25.81,americas,FALSE,TRUE,14.64072,-90.51327,lower_mid
853,Guinea,1840,1175256,470,29.91,africa,FALSE,TRUE,10.83333,-10.66667,low
854,Guinea-Bissau,1840,249424,792,32,africa,FALSE,TRUE,12,-15,low
855,Guyana,1840,190726,1393,31.12,americas,FALSE,TRUE,5,-59,upper_mid
856,Haiti,1840,861220,779,29,americas,FALSE,TRUE,19,-72.41667,low
857,Honduras,1840,259511,873,33.9,americas,FALSE,TRUE,15,-86.5,lower_mid
858,"Hong Kong, China",1840,28070,1056,34.9,asia,FALSE,FALSE,22.28552,114.15769,high
859,Hungary,1840,4802380,1463,36,europe,TRUE,FALSE,47,20,high
860,Iceland,1840,70010,1155,31.97,europe,TRUE,FALSE,65,-18,high
861,India,1840,189298397,1053,25.44,asia,FALSE,TRUE,22,79,lower_mid
862,Indonesia,1840,20052305,1027,30,asia,FALSE,TRUE,-5,120,lower_mid
863,Iran,1840,7250391,1017,25.6,asia,FALSE,TRUE,32,53,upper_mid
864,Iraq,1840,1267848,1055,31.2,asia,FALSE,TRUE,33,44,upper_mid
865,Ireland,1840,5751940,1929,38.3,europe,TRUE,FALSE,53,-8,high
866,Israel,1840,209954,885,32,asia,FALSE,FALSE,31.5,34.75,high
867,Italy,1840,22956667,2523,29.69,europe,TRUE,FALSE,42.83333,12.83333,high
868,Jamaica,1840,399666,994,34.2,americas,FALSE,TRUE,18.16667,-77.25,upper_mid
869,Japan,1840,31663783,1109,36.42,asia,TRUE,FALSE,35.68536,139.75309,high
870,Jordan,1840,235484,1062,31.7,asia,FALSE,TRUE,31,36,lower_mid
871,Kazakhstan,1840,2454764,1328,26.2,asia,FALSE,FALSE,48,68,upper_mid
872,Kenya,1840,2574000,967,25.5,africa,FALSE,TRUE,1,38,lower_mid
873,Kiribati,1840,18951,571,24.9,asia,FALSE,FALSE,1.421,172.984,lower_mid
874,North Korea,1840,4410700,555,26,asia,FALSE,TRUE,40,127,low
875,South Korea,1840,9494784,553,25.8,asia,TRUE,FALSE,36.5,127.75,high
876,Kuwait,1840,81280,1274,26,asia,FALSE,TRUE,29.36972,47.97833,high
877,Kyrgyz Republic,1840,637683,607,23.94,asia,FALSE,FALSE,41.5,75,lower_mid
878,Lao,1840,569053,909,31.9,asia,FALSE,TRUE,18,105,lower_mid
879,Latvia,1840,710771,875,33,europe,FALSE,FALSE,57,25,high
880,Lebanon,1840,383830,1260,29.7,asia,FALSE,TRUE,33.83333,35.83333,upper_mid
881,Lesotho,1840,321503,402,32.8,africa,FALSE,TRUE,-29.5,28.25,lower_mid
882,Liberia,1840,369920,843,31.1,africa,FALSE,TRUE,6.5,-9.5,low
883,Libya,1840,594715,1345,33.1,africa,FALSE,TRUE,28,17,upper_mid
884,Liechtenstein,1840,6632,,NA,europe,FALSE,FALSE,47.16667,9.53333,high
885,Lithuania,1840,936981,1480,28.9,europe,FALSE,FALSE,55.41667,24,high
886,Luxembourg,1840,144799,1846,36.9,europe,TRUE,FALSE,49.61167,6.13,high
887,"Macedonia, FYR",1840,467910,815,36.1,europe,FALSE,FALSE,41.66667,21.75,upper_mid
888,Madagascar,1840,1930536,633,30.5,africa,FALSE,TRUE,-20,47,low
889,Malawi,1840,737000,352,30.3,africa,FALSE,TRUE,-13.5,34,low
890,Malaysia,1840,435313,1041,30.6,asia,FALSE,TRUE,2.5,112.5,upper_mid
891,Maldives,1840,47643,843,32.65,asia,FALSE,TRUE,3.2,73,upper_mid
892,Mali,1840,1689342,608,26.41,africa,FALSE,TRUE,18,-2,low
893,Malta,1840,152794,941,28.7,europe,FALSE,FALSE,35.91667,14.43333,high
894,Marshall Islands,1840,6598,552,NA,asia,FALSE,TRUE,7.113,171.236,upper_mid
895,Mauritania,1840,416025,583,32,africa,FALSE,TRUE,20.25,-10.5,lower_mid
896,Mauritius,1840,147700,1038,32.53,africa,FALSE,TRUE,-20.3,57.58333,upper_mid
897,Mexico,1840,7288858,1322,26.9,americas,TRUE,FALSE,19.42847,-99.12766,upper_mid
898,"Micronesia, Fed. Sts.",1840,18200,531,26.7,asia,FALSE,TRUE,6.924,158.162,lower_mid
899,Moldova,1840,856960,694,33.15,europe,FALSE,FALSE,47.25,28.58333,lower_mid
900,Monaco,1840,9014,2524,NA,europe,FALSE,FALSE,43.73333,7.41667,high
901,Mongolia,1840,638180,614,31.8,asia,FALSE,TRUE,46,105,lower_mid
902,Montenegro,1840,151224,1249,35.4,europe,FALSE,FALSE,42.75,19.25,upper_mid
903,Morocco,1840,3082721,742,33.1,africa,FALSE,TRUE,32,-6,lower_mid
904,Mozambique,1840,2494631,400,30.28,africa,FALSE,TRUE,-18.25,35,low
905,Myanmar,1840,3785553,845,30.8,asia,FALSE,TRUE,21,96,lower_mid
906,Namibia,1840,229000,730,32.4,africa,FALSE,TRUE,-22,17,upper_mid
907,Nauru,1840,1974,612,NA,asia,FALSE,FALSE,-0.517,166.933,upper_mid
908,Nepal,1840,4190089,658,32.8,asia,FALSE,TRUE,28,84,low
909,Netherlands,1840,2880190,4532,39.86,europe,TRUE,FALSE,52.25,5.75,high
910,New Zealand,1840,82479,662,34.05,asia,TRUE,FALSE,-42,174,high
911,Nicaragua,1840,303135,1207,25.4,americas,FALSE,TRUE,13,-85,lower_mid
912,Niger,1840,1383237,493,30.8,africa,FALSE,TRUE,18,9,low
913,Nigeria,1840,13184823,966,30.4,africa,FALSE,TRUE,10,8,lower_mid
914,Norway,1840,1252476,1603,45.62,europe,TRUE,FALSE,62,10,high
915,Oman,1840,336812,998,32.3,asia,FALSE,TRUE,21,57,high
916,Pakistan,1840,14581666,1022,25.8,asia,FALSE,TRUE,30,70,lower_mid
917,Palau,1840,4286,900,NA,asia,FALSE,FALSE,7.503,134.621,high
918,Panama,1840,113509,1064,32.9,americas,FALSE,TRUE,8.9936,-79.51973,upper_mid
919,Papua New Guinea,1840,856568,586,31.5,asia,FALSE,TRUE,-6,147,lower_mid
920,Paraguay,1840,263971,1076,35.5,americas,FALSE,TRUE,-23.33333,-58,upper_mid
921,Peru,1840,1746788,1272,35.7,americas,FALSE,TRUE,-10,-75.25,upper_mid
922,Philippines,1840,2669713,993,30.9,asia,FALSE,TRUE,13,122,lower_mid
923,Poland,1840,12090161,1412,35.9,europe,TRUE,FALSE,52,20,high
924,Portugal,1840,3672238,1694,35.6,europe,TRUE,FALSE,39.6945,-8.13057,high
925,Qatar,1840,14092,1274,30.8,asia,FALSE,TRUE,25.27932,51.52245,high
926,Romania,1840,7429932,1075,35.7,europe,FALSE,FALSE,46,25,upper_mid
927,Russia,1840,37420913,1666,29.57,europe,FALSE,FALSE,60,100,upper_mid
928,Rwanda,1840,1051167,453,31.8,africa,FALSE,TRUE,-2,30,low
929,St. Kitts and Nevis,1840,20037,1336,NA,americas,FALSE,TRUE,17.33333,-62.75,high
930,St. Lucia,1840,24000,937,28.01,americas,FALSE,TRUE,13.88333,-60.96667,upper_mid
931,St. Vincent and the Grenadines,1840,28442,962,25.99,americas,FALSE,TRUE,13.08333,-61.2,upper_mid
932,Samoa,1840,46979,1503,25.4,asia,FALSE,TRUE,-13.8,-172.13333,upper_mid
933,San Marino,1840,6259,1506,NA,europe,FALSE,FALSE,43.93667,12.44639,high
934,Sao Tome and Principe,1840,26419,916,31,africa,FALSE,TRUE,1,7,lower_mid
935,Saudi Arabia,1840,2186704,879,32.1,asia,FALSE,TRUE,25,45,high
936,Senegal,1840,1155896,549,25.2,africa,FALSE,TRUE,14.5,-14.25,low
937,Serbia,1840,2563534,1604,35.5,europe,FALSE,FALSE,44.81892,20.45998,upper_mid
938,Seychelles,1840,13420,927,37,africa,FALSE,TRUE,-4.58333,55.66667,high
939,Sierra Leone,1840,908730,811,25.1,africa,FALSE,TRUE,8.5,-11.5,low
940,Singapore,1840,45843,1070,34,asia,FALSE,TRUE,1.28967,103.85007,high
941,Slovak Republic,1840,2302921,1684,36.4,europe,TRUE,FALSE,48.66667,19.5,high
942,Slovenia,1840,560762,1664,36.6,europe,FALSE,FALSE,46.08333,15,high
943,Solomon Islands,1840,62398,391,25.1,asia,FALSE,TRUE,-8,159,lower_mid
944,Somalia,1840,1134784,721,29.4,africa,FALSE,TRUE,6,48,low
945,South Africa,1840,1894070,1468,33.5,africa,FALSE,TRUE,-29,24,upper_mid
946,Spain,1840,13948048,1597,29.5,europe,TRUE,FALSE,40,-4,high
947,Sri Lanka,1840,1826740,918,32.6,asia,FALSE,TRUE,7.75,80.75,lower_mid
948,Sudan,1840,4484092,573,31.4,africa,FALSE,TRUE,16,30,lower_mid
949,Suriname,1840,93949,1878,32.9,americas,FALSE,TRUE,4,-56,upper_mid
950,Swaziland,1840,86000,541,32.3,africa,FALSE,TRUE,-26.5,31.5,lower_mid
951,Sweden,1840,3132892,1633,43.98,europe,TRUE,FALSE,62,15,high
952,Switzerland,1840,2229381,3342,38,europe,TRUE,FALSE,47.00016,8.01427,high
953,Syria,1840,1430381,1111,31.1,asia,FALSE,TRUE,35,38,lower_mid
954,Taiwan,1840,2131599,1001,28.3,asia,FALSE,FALSE,24,121,high
955,Tajikistan,1840,561105,628,24.24,asia,FALSE,FALSE,39,71,lower_mid
956,Tanzania,1840,3241560,595,32.2,africa,FALSE,TRUE,-6,35,low
957,Thailand,1840,5035786,961,30.4,asia,FALSE,TRUE,15.5,101,upper_mid
958,Timor-Leste,1840,171531,564,28.95,asia,FALSE,TRUE,-8.83333,125.75,lower_mid
959,Togo,1840,532290,754,31.3,africa,FALSE,TRUE,8.66667,1.08333,low
960,Tonga,1840,18516,711,28.2,asia,FALSE,TRUE,-20,-175,upper_mid
961,Trinidad and Tobago,1840,72807,1375,34.87,americas,FALSE,TRUE,11,-61,high
962,Tunisia,1840,985476,790,28.8,africa,FALSE,TRUE,34,9,lower_mid
963,Turkey,1840,10731241,1361,35,europe,TRUE,FALSE,39,35,upper_mid
964,Turkmenistan,1840,441894,1099,24,asia,FALSE,TRUE,39.75,59.66667,upper_mid
965,Tuvalu,1840,2796,771,NA,asia,FALSE,FALSE,-8.51719,179.14478,upper_mid
966,Uganda,1840,2246189,512,25.3,africa,FALSE,TRUE,1.25,32.5,low
967,Ukraine,1840,13514033,889,36.6,europe,FALSE,FALSE,49,32,lower_mid
968,United Arab Emirates,1840,40153,1158,30.7,asia,FALSE,TRUE,23.75,54.5,high
969,United Kingdom,1840,20737251,4147,39.93,europe,TRUE,FALSE,54.75844,-2.69531,high
970,United States,1840,17942443,2791,39.41,americas,TRUE,FALSE,39.76,-98.5,high
971,Uruguay,1840,100137,2817,32.9,americas,FALSE,TRUE,-33,-56,high
972,Uzbekistan,1840,2308592,536,26.93,asia,FALSE,FALSE,41.66667,63.83333,lower_mid
973,Vanuatu,1840,30208,628,24.3,asia,FALSE,TRUE,-16,167,lower_mid
974,Venezuela,1840,1087948,747,32.2,americas,FALSE,TRUE,8,-66,upper_mid
975,Palestine,1840,165944,1227,32.1,asia,FALSE,TRUE,31.92157,35.20329,lower_mid
976,Vietnam,1840,7933037,851,32,asia,FALSE,TRUE,16.16667,107.83333,lower_mid
977,Yemen,1840,2689275,982,23.39,asia,FALSE,TRUE,15.5,47.5,lower_mid
978,Zambia,1840,747000,731,32.6,africa,FALSE,TRUE,-14.33333,28.5,lower_mid
979,Zimbabwe,1840,1253642,912,33.7,africa,FALSE,TRUE,-19,29.75,low
980,South Sudan,1840,1153401,560,26.67,africa,FALSE,TRUE,7.5,30,low
981,Afghanistan,1850,3810047,669,27.7,asia,FALSE,TRUE,33,66,low
982,Albania,1850,506889,716,35.4,europe,FALSE,FALSE,41,20,upper_mid
983,Algeria,1850,3299305,1017,15,africa,FALSE,TRUE,28,3,upper_mid
984,Andorra,1850,3230,1770,NA,europe,FALSE,FALSE,42.50779,1.52109,high
985,Angola,1850,1949329,769,26.98,africa,FALSE,TRUE,-12.5,18.5,lower_mid
986,Antigua and Barbuda,1850,37000,929,33.54,americas,FALSE,TRUE,17.05,-61.8,high
987,Argentina,1850,1113189,2312,33.2,americas,FALSE,TRUE,-34,-64,upper_mid
988,Armenia,1850,544302,578,34,europe,FALSE,FALSE,40.25,45,lower_mid
989,Australia,1850,742619,3266,34.05,asia,TRUE,FALSE,-25,135,high
990,Austria,1850,3962619,2907,34.4,europe,TRUE,FALSE,47.33333,13.33333,high
991,Azerbaijan,1850,1160156,919,29.17,europe,FALSE,FALSE,40.5,47.5,upper_mid
992,Bahamas,1850,29372,1774,35.18,americas,FALSE,TRUE,25.04082,-77.37122,high
993,Bahrain,1850,64474,1531,30.3,asia,FALSE,TRUE,26.03333,50.55,high
994,Bangladesh,1850,22719284,878,25.5,asia,FALSE,TRUE,24,90,lower_mid
995,Barbados,1850,132965,1121,32.12,americas,FALSE,TRUE,13.16667,-59.53333,high
996,Belarus,1850,3104450,731,36.2,europe,FALSE,FALSE,53,28,upper_mid
997,Belgium,1850,4426000,3404,42.28,europe,TRUE,FALSE,50.75,4.5,high
998,Belize,1850,25872,710,26.5,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
999,Benin,1850,853818,692,31,africa,FALSE,TRUE,9.5,2.25,low
1000,Bhutan,1850,104032,670,28.8,asia,FALSE,TRUE,27.5,90.5,lower_mid
1001,Bolivia,1850,1363412,1137,33,americas,FALSE,TRUE,-17,-65,lower_mid
1002,Bosnia and Herzegovina,1850,1109495,781,35.1,europe,FALSE,TRUE,44.25,17.83333,upper_mid
1003,Botswana,1850,121000,460,33.6,africa,FALSE,TRUE,-22,24,upper_mid
1004,Brazil,1850,7254194,1185,31.99,americas,FALSE,TRUE,-10,-55,upper_mid
1005,Brunei,1850,3966,1679,29.2,asia,FALSE,TRUE,4.5,114.66667,high
1006,Bulgaria,1850,2482395,1266,38,europe,FALSE,FALSE,42.66667,25.25,upper_mid
1007,Burkina Faso,1850,2073222,498,29.2,africa,FALSE,TRUE,12.5,-1.66667,low
1008,Burundi,1850,1135030,438,31.5,africa,FALSE,TRUE,-3.5,30,low
1009,Cambodia,1850,2236808,947,35,asia,FALSE,TRUE,13,105,lower_mid
1010,Cameroon,1850,2033578,726,28.75,africa,FALSE,TRUE,6,12.5,lower_mid
1011,Canada,1850,2487811,2201,40.99,americas,TRUE,FALSE,60.10867,-113.64258,high
1012,Cape Verde,1850,72956,603,33.8,africa,FALSE,TRUE,16,-24,lower_mid
1013,Central African Republic,1850,553476,492,30,africa,FALSE,TRUE,7,21,low
1014,Chad,1850,1432000,485,30.9,africa,FALSE,TRUE,15,19,low
1015,Chile,1850,1413837,1388,32,americas,TRUE,TRUE,-33.45694,-70.64827,high
1016,China,1850,402711280,985,32,asia,FALSE,TRUE,35,105,upper_mid
1017,Colombia,1850,2014645,1043,32,americas,FALSE,TRUE,4,-73.25,upper_mid
1018,Comoros,1850,71389,732,32.1,africa,FALSE,TRUE,-12.23333,44.44553,low
1019,"Congo, Dem. Rep.",1850,6300144,596,31.6,africa,FALSE,TRUE,-2.5,23.5,low
1020,"Congo, Rep.",1850,391323,662,32.7,africa,FALSE,TRUE,-1,15.5,lower_mid
1021,Costa Rica,1850,100882,1087,30.21,americas,FALSE,TRUE,10,-84,upper_mid
1022,Cote d'Ivoire,1850,1335437,992,31.16,africa,FALSE,TRUE,8,-5.5,lower_mid
1023,Croatia,1850,1600709,1725,36.1,europe,FALSE,FALSE,45.16667,15.5,upper_mid
1024,Cuba,1850,1181650,1542,36.26,americas,FALSE,TRUE,22,-79.5,upper_mid
1025,Cyprus,1850,185383,1220,38.51,europe,FALSE,FALSE,35,33,high
1026,Czech Republic,1850,6157866,2452,34.95,europe,TRUE,FALSE,49.75,15,high
1027,Denmark,1850,1511190,3028,43.5,europe,TRUE,FALSE,56,10,high
1028,Djibouti,1850,28798,881,29.9,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
1029,Dominica,1850,23075,814,NA,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
1030,Dominican Republic,1850,150616,787,29.9,americas,FALSE,TRUE,19,-70.66667,upper_mid
1031,Ecuador,1850,807027,643,32.9,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
1032,Egypt,1850,5738339,910,33,africa,FALSE,TRUE,27,30,lower_mid
1033,El Salvador,1850,369053,1257,28.7,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
1034,Equatorial Guinea,1850,88807,380,29.8,africa,FALSE,TRUE,1.7,10.5,upper_mid
1035,Eritrea,1850,305654,576,30.2,africa,FALSE,TRUE,15,39,low
1036,Estonia,1850,440656,1166,34.02,europe,FALSE,FALSE,59,26,high
1037,Ethiopia,1850,4517871,530,29.7,africa,FALSE,TRUE,9,39.5,low
1038,Fiji,1850,137063,872,26.1,asia,FALSE,TRUE,-18,178,upper_mid
1039,Finland,1850,1607810,1511,37.35,europe,TRUE,FALSE,64,26,high
1040,France,1850,36277905,2145,43.28,europe,TRUE,FALSE,46,2,high
